index;UserID;Item;Valor
5550;337;Carregador;80
5551;42934;Carregador;80
5552;84900;Fone de Ouvido;200
5553;45537;Carregador;80
5554;69505;Carregador;80
5555;99215;Mochila;100
5556;51149;Fone de Ouvido;200
5557;16280;Teclado;150
5558;68666;Carregador;80
5559;71387;Cadeira;500
5560;86125;Fone de Ouvido;200
5561;77486;Carregador;80
5562;74056;Fone de Ouvido;200
5563;91912;Carregador;80
5564;98619;Carregador;80
5565;77274;Mochila;100
5566;66671;Mochila;100
5567;76475;Cadeira;500
5568;54029;Monitor;800
5569;90023;Mochila;100
5570;91633;Carregador;80
5571;71129;Fone de Ouvido;200
5572;18109;Monitor;800
5573;52496;Fone de Ouvido;200
5574;82807;Mochila;100
5575;93186;Mouse;50
5576;76534;Carregador;80
5577;99026;Fone de Ouvido;200
5578;56831;Mochila;100
5579;74641;Fone de Ouvido;200
5580;52510;Fone de Ouvido;200
5581;66407;Carregador;80
5582;94221;Carregador;80
5583;39520;Cadeira;500
5584;49650;Fone de Ouvido;200
5585;34525;Fone de Ouvido;200
5586;96494;Mochila;100
5587;33886;Fone de Ouvido;200
5588;44370;Fone de Ouvido;200
5589;95403;Fone de Ouvido;200
5590;30677;Mochila;100
5591;64094;Mochila;100
5592;47765;Carregador;80
5593;50800;Cadeira;500
5594;79415;Mouse;50
5595;93096;Carregador;80
5596;72308;Fone de Ouvido;200
5597;82063;Fone de Ouvido;200
5598;95433;Fone de Ouvido;200
5599;31924;Mochila;100
5600;78389;Fone de Ouvido;200
5601;47575;Cadeira;500
5602;43392;Carregador;80
5603;53665;Cadeira;500
5604;67385;Fone de Ouvido;200
5605;31028;Fone de Ouvido;200
5606;35465;Fone de Ouvido;200
5607;34486;Carregador;80
5608;19457;Mochila;100
5609;74796;Mochila;100
5610;35555;Carregador;80
5611;46923;Carregador;80
5612;13410;Carregador;80
5613;69328;Fone de Ouvido;200
5614;91401;Fone de Ouvido;200
5615;36640;Fone de Ouvido;200
5616;63628;Carregador;80
5617;83425;Fone de Ouvido;200
5618;19693;Mochila;100
5619;89038;Carregador;80
5620;78841;Cadeira;500
5621;54201;Cadeira;500
5622;93064;Fone de Ouvido;200
5623;57416;Carregador;80
5624;18075;Fone de Ouvido;200
5625;15550;Carregador;80
5626;29964;Fone de Ouvido;200
5627;91457;Fone de Ouvido;200
5628;96363;Fone de Ouvido;200
5629;52266;Fone de Ouvido;200
5630;16062;Carregador;80
5631;58227;Carregador;80
5632;28811;Mochila;100
5633;60007;Monitor;800
5634;22801;Fone de Ouvido;200
5635;75477;Mochila;100
5636;69461;Mochila;100
5637;57768;Cadeira;500
5638;28055;Fone de Ouvido;200
5639;75320;Mochila;100
5640;45398;Fone de Ouvido;200
5641;13234;Teclado;150
5642;90021;Fone de Ouvido;200
5643;25069;Carregador;80
5644;65728;Carregador;80
5645;90611;Carregador;80
5646;70454;Fone de Ouvido;200
5647;25833;Mochila;100
5648;86243;Mochila;100
5649;13683;Mochila;100
5650;92299;Fone de Ouvido;200
5651;23384;Fone de Ouvido;200
5652;58161;Carregador;80
5653;93333;Carregador;80
5654;23667;Carregador;80
5655;58818;Carregador;80
5656;91199;Fone de Ouvido;200
5657;34643;Monitor;800
5658;41831;Carregador;80
5659;10235;Mochila;100
5660;57617;Carregador;80
5661;9222;Teclado;150
5662;11411;Mochila;100
5663;80056;Cadeira;500
5664;61414;Carregador;80
5665;1052;Mochila;100
5666;75302;Fone de Ouvido;200
5667;76919;Carregador;80
5668;78117;Fone de Ouvido;200
5669;56564;Carregador;80
5670;97860;Fone de Ouvido;200
5671;44758;Fone de Ouvido;200
5672;77476;Cadeira;500
5673;51258;Carregador;80
5674;95501;Mochila;100
5675;308;Cadeira;500
5676;56890;Cadeira;500
5677;68896;Fone de Ouvido;200
5678;95185;Carregador;80
5679;35945;Cadeira;500
5680;99556;Mochila;100
5681;38135;Fone de Ouvido;200
5682;27324;Mochila;100
5683;71763;Mochila;100
5684;87226;Mochila;100
5685;96508;Carregador;80
5686;25955;Fone de Ouvido;200
5687;55022;Carregador;80
5688;89960;Teclado;150
5689;95928;Carregador;80
5690;79867;Mochila;100
5691;70428;Carregador;80
5692;4993;Carregador;80
5693;1962;Teclado;150
5694;12498;Mochila;100
5695;32552;Carregador;80
5696;76385;Carregador;80
5697;55756;Fone de Ouvido;200
5698;13256;Mochila;100
5699;4568;Fone de Ouvido;200
5700;48848;Mochila;100
5701;48004;Carregador;80
5702;20390;Mochila;100
5703;44524;Carregador;80
5704;61577;Fone de Ouvido;200
5705;43920;Fone de Ouvido;200
5706;82104;Mochila;100
5707;3359;Fone de Ouvido;200
5708;88536;Carregador;80
5709;76525;Carregador;80
5710;97058;Fone de Ouvido;200
5711;5699;Fone de Ouvido;200
5712;66810;Mochila;100
5713;93080;Fone de Ouvido;200
5714;55806;Carregador;80
5715;31350;Cadeira;500
5716;76778;Mochila;100
5717;50249;Fone de Ouvido;200
5718;75034;Carregador;80
5719;98240;Carregador;80
5720;44042;Carregador;80
5721;31955;Carregador;80
5722;8003;Fone de Ouvido;200
5723;69784;Monitor;800
5724;87235;Fone de Ouvido;200
5725;19739;Mochila;100
5726;10704;Fone de Ouvido;200
5727;49423;Carregador;80
5728;83107;Mochila;100
5729;61900;Carregador;80
5730;12393;Carregador;80
5731;44725;Carregador;80
5732;32300;Carregador;80
5733;15642;Fone de Ouvido;200
5734;79535;Carregador;80
5735;6306;Mochila;100
5736;98263;Carregador;80
5737;18783;Carregador;80
5738;78258;Mochila;100
5739;77964;Carregador;80
5740;20567;Carregador;80
5741;67767;Fone de Ouvido;200
5742;6512;Carregador;80
5743;26178;Carregador;80
5744;4766;Mochila;100
5745;20355;Carregador;80
5746;23930;Cadeira;500
5747;28821;Fone de Ouvido;200
5748;29524;Mochila;100
5749;71089;Mochila;100
5750;66164;Carregador;80
5751;77526;Mochila;100
5752;13781;Fone de Ouvido;200
5753;6590;Carregador;80
5754;34813;Mochila;100
5755;93665;Carregador;80
5756;45940;Mochila;100
5757;51494;Mochila;100
5758;93327;Monitor;800
5759;40954;Laptop;3000
5760;65786;Carregador;80
5761;19310;Fone de Ouvido;200
5762;54196;Mochila;100
5763;25902;Fone de Ouvido;200
5764;23577;Monitor;800
5765;31509;Mochila;100
5766;74712;Carregador;80
5767;25465;Mochila;100
5768;60282;Carregador;80
5769;16261;Cadeira;500
5770;35441;Carregador;80
5771;95083;Mochila;100
5772;56684;Teclado;150
5773;41431;Laptop;3000
5774;1988;Mochila;100
5775;25106;Monitor;800
5776;78485;Carregador;80
5777;13027;Fone de Ouvido;200
5778;68310;Fone de Ouvido;200
5779;45928;Mochila;100
5780;75415;Carregador;80
5781;57536;Fone de Ouvido;200
5782;42947;Mochila;100
5783;56562;Mochila;100
5784;10378;Fone de Ouvido;200
5785;53593;Cadeira;500
5786;7348;Teclado;150
5787;33777;Monitor;800
5788;3784;Fone de Ouvido;200
5789;55799;Mochila;100
5790;4299;Fone de Ouvido;200
5791;70205;Mochila;100
5792;86208;Fone de Ouvido;200
5793;55162;Mochila;100
5794;60653;Carregador;80
5795;34485;Carregador;80
5796;98615;Mochila;100
5797;20923;Mochila;100
5798;34029;Fone de Ouvido;200
5799;20317;Monitor;800
5800;76997;Monitor;800
5801;16969;Fone de Ouvido;200
5802;30267;Fone de Ouvido;200
5803;95746;Cadeira;500
5804;24001;Cadeira;500
5805;14012;Carregador;80
5806;2867;Carregador;80
5807;5899;Teclado;150
5808;18396;Fone de Ouvido;200
5809;39020;Cadeira;500
5810;4007;Carregador;80
5811;34394;Mochila;100
5812;10957;Fone de Ouvido;200
5813;50043;Fone de Ouvido;200
5814;96200;Cadeira;500
5815;6079;Carregador;80
5816;29632;Carregador;80
5817;95677;Carregador;80
5818;62902;Fone de Ouvido;200
5819;69498;Fone de Ouvido;200
5820;94814;Carregador;80
5821;41575;Mochila;100
5822;31418;Fone de Ouvido;200
5823;88021;Teclado;150
5824;83640;Fone de Ouvido;200
5825;65007;Cadeira;500
5826;94882;Carregador;80
5827;39455;Cadeira;500
5828;1588;Mochila;100
5829;54711;Fone de Ouvido;200
5830;86568;Mochila;100
5831;91749;Fone de Ouvido;200
5832;75887;Carregador;80
5833;18817;Fone de Ouvido;200
5834;85825;Mochila;100
5835;29433;Teclado;150
5836;48618;Teclado;150
5837;72374;Mochila;100
5838;34218;Mochila;100
5839;20885;Carregador;80
5840;5455;Carregador;80
5841;74961;Cadeira;500
5842;43619;Fone de Ouvido;200
5843;83949;Mochila;100
5844;62672;Carregador;80
5845;47112;Carregador;80
5846;39614;Carregador;80
5847;85679;Carregador;80
5848;59994;Monitor;800
5849;8849;Carregador;80
5850;78673;Carregador;80
5851;66126;Mochila;100
5852;86445;Fone de Ouvido;200
5853;61603;Mochila;100
5854;72046;Mochila;100
5855;42223;Carregador;80
5856;49224;Fone de Ouvido;200
5857;65334;Fone de Ouvido;200
5858;52733;Monitor;800
5859;49421;Cadeira;500
5860;75505;Fone de Ouvido;200
5861;2463;Cadeira;500
5862;9461;Fone de Ouvido;200
5863;99320;Teclado;150
5864;9276;Carregador;80
5865;94214;Monitor;800
5866;13270;Monitor;800
5867;65943;Carregador;80
5868;72921;Carregador;80
5869;22554;Cadeira;500
5870;24367;Cadeira;500
5871;44037;Fone de Ouvido;200
5872;17370;Carregador;80
5873;11796;Fone de Ouvido;200
5874;70022;Mochila;100
5875;68155;Mochila;100
5876;30144;Mochila;100
5877;29426;Fone de Ouvido;200
5878;88210;Mochila;100
5879;75140;Mochila;100
5880;5369;Carregador;80
5881;4622;Mochila;100
5882;58830;Carregador;80
5883;60295;Fone de Ouvido;200
5884;14720;Fone de Ouvido;200
5885;29228;Mochila;100
5886;7567;Cadeira;500
5887;12307;Cadeira;500
5888;53823;Cadeira;500
5889;24043;Mochila;100
5890;15087;Monitor;800
5891;17388;Carregador;80
5892;27043;Carregador;80
5893;89425;Carregador;80
5894;51619;Monitor;800
5895;92051;Carregador;80
5896;18324;Carregador;80
5897;18020;Fone de Ouvido;200
5898;75427;Fone de Ouvido;200
5899;40864;Mochila;100
5900;10284;Mouse;50
5901;18280;Mochila;100
5902;47000;Laptop;3000
5903;62781;Carregador;80
5904;22909;Mochila;100
5905;61585;Carregador;80
5906;50226;Carregador;80
5907;37953;Carregador;80
5908;37664;Carregador;80
5909;61382;Mochila;100
5910;47930;Carregador;80
5911;9344;Cadeira;500
5912;76174;Mochila;100
5913;39792;Mochila;100
5914;29135;Carregador;80
5915;47102;Fone de Ouvido;200
5916;69444;Mochila;100
5917;99112;Carregador;80
5918;57531;Carregador;80
5919;46800;Laptop;3000
5920;4828;Carregador;80
5921;96144;Fone de Ouvido;200
5922;62654;Carregador;80
5923;13700;Cadeira;500
5924;91420;Mochila;100
5925;5314;Fone de Ouvido;200
5926;13599;Carregador;80
5927;28808;Cadeira;500
5928;70424;Carregador;80
5929;69391;Carregador;80
5930;45227;Mochila;100
5931;59551;Cadeira;500
5932;80073;Monitor;800
5933;3559;Fone de Ouvido;200
5934;75309;Carregador;80
5935;50114;Carregador;80
5936;53000;Carregador;80
5937;55879;Carregador;80
5938;36344;Carregador;80
5939;58220;Mochila;100
5940;35187;Cadeira;500
5941;36967;Mochila;100
5942;33770;Cadeira;500
5943;53219;Carregador;80
5944;19230;Mochila;100
5945;75210;Carregador;80
5946;27878;Fone de Ouvido;200
5947;58002;Cadeira;500
5948;97138;Carregador;80
5949;38085;Fone de Ouvido;200
5950;81781;Fone de Ouvido;200
5951;92893;Cadeira;500
5952;16807;Carregador;80
5953;88636;Fone de Ouvido;200
5954;37035;Mochila;100
5955;40318;Carregador;80
5956;55469;Carregador;80
5957;19095;Fone de Ouvido;200
5958;57797;Carregador;80
5959;10590;Mochila;100
5960;57222;Fone de Ouvido;200
5961;1658;Fone de Ouvido;200
5962;98301;Cadeira;500
5963;39532;Carregador;80
5964;52228;Carregador;80
5965;3165;Carregador;80
5966;93079;Mochila;100
5967;83974;Mochila;100
5968;41248;Fone de Ouvido;200
5969;19602;Mochila;100
5970;93967;Fone de Ouvido;200
5971;50600;Mochila;100
5972;71546;Mochila;100
5973;4553;Cadeira;500
5974;9418;Fone de Ouvido;200
5975;58580;Mochila;100
5976;68208;Fone de Ouvido;200
5977;72056;Carregador;80
5978;78271;Carregador;80
5979;3723;Mochila;100
5980;70443;Fone de Ouvido;200
5981;95633;Carregador;80
5982;40032;Cadeira;500
5983;79236;Carregador;80
5984;21439;Mochila;100
5985;58820;Fone de Ouvido;200
5986;43857;Teclado;150
5987;33577;Fone de Ouvido;200
5988;41939;Carregador;80
5989;49029;Mochila;100
5990;59808;Carregador;80
5991;49878;Carregador;80
5992;97784;Carregador;80
5993;43462;Monitor;800
5994;93475;Carregador;80
5995;40470;Monitor;800
5996;83137;Carregador;80
5997;20436;Carregador;80
5998;84118;Cadeira;500
5999;14192;Cadeira;500
6000;84727;Mochila;100
6001;27387;Carregador;80
6002;31722;Cadeira;500
6003;54787;Fone de Ouvido;200
6004;13705;Carregador;80
6005;56636;Mochila;100
6006;2124;Fone de Ouvido;200
6007;90711;Carregador;80
6008;62994;Mochila;100
6009;80123;Cadeira;500
6010;97513;Mochila;100
6011;25417;Cadeira;500
6012;1815;Mochila;100
6013;78538;Carregador;80
6014;50259;Fone de Ouvido;200
6015;16509;Cadeira;500
6016;85167;Fone de Ouvido;200
6017;78917;Mochila;100
6018;35700;Fone de Ouvido;200
6019;46336;Mochila;100
6020;46807;Mochila;100
6021;77854;Mochila;100
6022;63769;Mochila;100
6023;35740;Carregador;80
6024;34786;Cadeira;500
6025;31981;Fone de Ouvido;200
6026;89336;Fone de Ouvido;200
6027;94703;Mochila;100
6028;85017;Fone de Ouvido;200
6029;1610;Mochila;100
6030;66254;Fone de Ouvido;200
6031;85482;Carregador;80
6032;91129;Mochila;100
6033;28142;Mochila;100
6034;30010;Cadeira;500
6035;6783;Fone de Ouvido;200
6036;92073;Mochila;100
6037;99353;Carregador;80
6038;25934;Mochila;100
6039;77155;Fone de Ouvido;200
6040;8308;Carregador;80
6041;92208;Fone de Ouvido;200
6042;75875;Carregador;80
6043;38347;Cadeira;500
6044;50773;Carregador;80
6045;72085;Fone de Ouvido;200
6046;40150;Fone de Ouvido;200
6047;86701;Carregador;80
6048;27527;Carregador;80
6049;96759;Carregador;80
6050;85713;Mochila;100
6051;68478;Mochila;100
6052;5696;Teclado;150
6053;39170;Carregador;80
6054;47948;Fone de Ouvido;200
6055;47225;Carregador;80
6056;45866;Cadeira;500
6057;25554;Mochila;100
6058;60411;Carregador;80
6059;90896;Monitor;800
6060;24817;Monitor;800
6061;55027;Carregador;80
6062;50706;Mochila;100
6063;61923;Cadeira;500
6064;73915;Monitor;800
6065;1882;Cadeira;500
6066;39568;Cadeira;500
6067;47366;Fone de Ouvido;200
6068;79212;Teclado;150
6069;70123;Carregador;80
6070;25007;Teclado;150
6071;41199;Fone de Ouvido;200
6072;22832;Carregador;80
6073;16460;Carregador;80
6074;32444;Carregador;80
6075;42317;Fone de Ouvido;200
6076;96132;Fone de Ouvido;200
6077;64487;Cadeira;500
6078;5878;Carregador;80
6079;39554;Fone de Ouvido;200
6080;4923;Mochila;100
6081;4687;Fone de Ouvido;200
6082;32767;Carregador;80
6083;79944;Mochila;100
6084;32007;Mochila;100
6085;31423;Carregador;80
6086;12206;Carregador;80
6087;86591;Monitor;800
6088;23528;Fone de Ouvido;200
6089;18444;Carregador;80
6090;16525;Mochila;100
6091;28203;Carregador;80
6092;65553;Fone de Ouvido;200
6093;46143;Carregador;80
6094;61693;Laptop;3000
6095;82385;Laptop;3000
6096;20856;Fone de Ouvido;200
6097;83748;Carregador;80
6098;60373;Mochila;100
6099;25096;Mochila;100
6100;38725;Carregador;80
6101;49242;Carregador;80
6102;52004;Fone de Ouvido;200
6103;68380;Mochila;100
6104;94838;Cadeira;500
6105;91997;Carregador;80
6106;97455;Carregador;80
6107;94284;Carregador;80
6108;15973;Fone de Ouvido;200
6109;93847;Fone de Ouvido;200
6110;22928;Fone de Ouvido;200
6111;66631;Monitor;800
6112;52348;Carregador;80
6113;99709;Cadeira;500
6114;88861;Mochila;100
6115;86211;Carregador;80
6116;69519;Carregador;80
6117;45284;Fone de Ouvido;200
6118;81327;Mochila;100
6119;12206;Fone de Ouvido;200
6120;89875;Carregador;80
6121;12749;Carregador;80
6122;21098;Fone de Ouvido;200
6123;3093;Mochila;100
6124;53312;Monitor;800
6125;22693;Mochila;100
6126;23863;Fone de Ouvido;200
6127;90397;Fone de Ouvido;200
6128;79508;Carregador;80
6129;80153;Cadeira;500
6130;70470;Fone de Ouvido;200
6131;4927;Mochila;100
6132;91300;Fone de Ouvido;200
6133;3970;Mochila;100
6134;35734;Carregador;80
6135;69856;Carregador;80
6136;41744;Mochila;100
6137;39877;Fone de Ouvido;200
6138;20324;Mochila;100
6139;16429;Carregador;80
6140;34579;Fone de Ouvido;200
6141;86487;Cadeira;500
6142;64141;Mochila;100
6143;83830;Mochila;100
6144;6365;Carregador;80
6145;35350;Monitor;800
6146;692;Carregador;80
6147;95599;Carregador;80
6148;66468;Fone de Ouvido;200
6149;45897;Mochila;100
6150;57063;Mochila;100
6151;97267;Fone de Ouvido;200
6152;79763;Carregador;80
6153;13862;Fone de Ouvido;200
6154;96838;Mochila;100
6155;88303;Mochila;100
6156;63929;Carregador;80
6157;83232;Carregador;80
6158;41348;Mochila;100
6159;3122;Mochila;100
6160;83794;Mochila;100
6161;28165;Fone de Ouvido;200
6162;25492;Carregador;80
6163;59223;Mochila;100
6164;23166;Fone de Ouvido;200
6165;3749;Fone de Ouvido;200
6166;98582;Cadeira;500
6167;26554;Fone de Ouvido;200
6168;60381;Mochila;100
6169;44332;Mochila;100
6170;96034;Mochila;100
6171;96845;Mochila;100
6172;39561;Fone de Ouvido;200
6173;53866;Carregador;80
6174;46687;Fone de Ouvido;200
6175;75911;Fone de Ouvido;200
6176;4676;Cadeira;500
6177;66707;Fone de Ouvido;200
6178;77987;Mochila;100
6179;76217;Fone de Ouvido;200
6180;10069;Mochila;100
6181;54461;Mochila;100
6182;46419;Fone de Ouvido;200
6183;26207;Carregador;80
6184;288;Carregador;80
6185;22338;Mochila;100
6186;20667;Mochila;100
6187;1162;Mochila;100
6188;90072;Fone de Ouvido;200
6189;98065;Mochila;100
6190;38752;Fone de Ouvido;200
6191;82064;Fone de Ouvido;200
6192;89390;Carregador;80
6193;14759;Carregador;80
6194;65781;Carregador;80
6195;3179;Teclado;150
6196;31832;Carregador;80
6197;2177;Fone de Ouvido;200
6198;33655;Carregador;80
6199;26628;Cadeira;500
6200;52551;Teclado;150
6201;44911;Teclado;150
6202;90418;Mochila;100
6203;58252;Laptop;3000
6204;35423;Mochila;100
6205;11985;Carregador;80
6206;89313;Cadeira;500
6207;61387;Teclado;150
6208;83292;Mochila;100
6209;7136;Fone de Ouvido;200
6210;321;Carregador;80
6211;94172;Fone de Ouvido;200
6212;21685;Carregador;80
6213;55914;Carregador;80
6214;88775;Fone de Ouvido;200
6215;21890;Fone de Ouvido;200
6216;95850;Cadeira;500
6217;98072;Carregador;80
6218;48900;Fone de Ouvido;200
6219;10771;Mochila;100
6220;39322;Fone de Ouvido;200
6221;85963;Fone de Ouvido;200
6222;41778;Mochila;100
6223;46251;Fone de Ouvido;200
6224;73035;Cadeira;500
6225;40131;Laptop;3000
6226;81932;Cadeira;500
6227;49347;Cadeira;500
6228;2538;Carregador;80
6229;84763;Mochila;100
6230;15217;Laptop;3000
6231;84150;Fone de Ouvido;200
6232;3010;Mochila;100
6233;89905;Carregador;80
6234;29328;Fone de Ouvido;200
6235;14210;Mouse;50
6236;48444;Mochila;100
6237;15030;Mochila;100
6238;67614;Mochila;100
6239;79444;Teclado;150
6240;56998;Cadeira;500
6241;62560;Carregador;80
6242;64893;Mochila;100
6243;70410;Carregador;80
6244;8636;Carregador;80
6245;33066;Cadeira;500
6246;33784;Carregador;80
6247;34153;Carregador;80
6248;58742;Carregador;80
6249;51503;Fone de Ouvido;200
6250;29093;Carregador;80
6251;17654;Fone de Ouvido;200
6252;98000;Cadeira;500
6253;99565;Carregador;80
6254;40470;Carregador;80
6255;86484;Mochila;100
6256;59755;Mochila;100
6257;29979;Fone de Ouvido;200
6258;87593;Monitor;800
6259;94544;Fone de Ouvido;200
6260;43170;Carregador;80
6261;48288;Fone de Ouvido;200
6262;54746;Mochila;100
6263;5544;Mochila;100
6264;56393;Mochila;100
6265;21068;Fone de Ouvido;200
6266;51034;Cadeira;500
6267;45257;Mochila;100
6268;90634;Teclado;150
6269;69346;Fone de Ouvido;200
6270;22192;Fone de Ouvido;200
6271;86804;Mochila;100
6272;72743;Fone de Ouvido;200
6273;86594;Carregador;80
6274;28993;Fone de Ouvido;200
6275;81532;Mochila;100
6276;48804;Mochila;100
6277;63478;Mochila;100
6278;13211;Carregador;80
6279;83330;Mochila;100
6280;26271;Monitor;800
6281;62009;Mochila;100
6282;5198;Mochila;100
6283;7453;Fone de Ouvido;200
6284;41487;Mochila;100
6285;14860;Fone de Ouvido;200
6286;27237;Fone de Ouvido;200
6287;31900;Carregador;80
6288;32084;Mochila;100
6289;67709;Carregador;80
6290;16664;Mochila;100
6291;93077;Fone de Ouvido;200
6292;19054;Mochila;100
6293;11086;Fone de Ouvido;200
6294;30565;Mochila;100
6295;89746;Fone de Ouvido;200
6296;59096;Cadeira;500
6297;69518;Carregador;80
6298;21154;Fone de Ouvido;200
6299;5248;Mochila;100
6300;10554;Fone de Ouvido;200
6301;20812;Cadeira;500
6302;95382;Carregador;80
6303;6136;Fone de Ouvido;200
6304;5574;Teclado;150
6305;79268;Carregador;80
6306;7190;Carregador;80
6307;80078;Mochila;100
6308;43647;Carregador;80
6309;76624;Fone de Ouvido;200
6310;53688;Carregador;80
6311;68313;Mochila;100
6312;27565;Mochila;100
6313;28836;Fone de Ouvido;200
6314;61588;Mochila;100
6315;7698;Monitor;800
6316;80166;Fone de Ouvido;200
6317;73923;Carregador;80
6318;17047;Fone de Ouvido;200
6319;57824;Fone de Ouvido;200
6320;73581;Carregador;80
6321;53371;Cadeira;500
6322;9616;Mochila;100
6323;5061;Mochila;100
6324;76437;Fone de Ouvido;200
6325;60520;Cadeira;500
6326;71118;Mochila;100
6327;61159;Carregador;80
6328;34783;Carregador;80
6329;85710;Mochila;100
6330;78534;Carregador;80
6331;58256;Fone de Ouvido;200
6332;72685;Laptop;3000
6333;56919;Carregador;80
6334;84285;Fone de Ouvido;200
6335;79559;Mochila;100
6336;85550;Carregador;80
6337;81423;Monitor;800
6338;25257;Fone de Ouvido;200
6339;30006;Fone de Ouvido;200
6340;6639;Fone de Ouvido;200
6341;37420;Fone de Ouvido;200
6342;33378;Carregador;80
6343;43117;Mochila;100
6344;36635;Carregador;80
6345;82292;Mochila;100
6346;23383;Fone de Ouvido;200
6347;56064;Carregador;80
6348;22395;Carregador;80
6349;67790;Cadeira;500
6350;865;Carregador;80
6351;99573;Mochila;100
6352;40223;Fone de Ouvido;200
6353;13667;Mochila;100
6354;20956;Fone de Ouvido;200
6355;81846;Fone de Ouvido;200
6356;69591;Carregador;80
6357;66472;Mochila;100
6358;88315;Carregador;80
6359;43299;Mochila;100
6360;63109;Cadeira;500
6361;48925;Laptop;3000
6362;16710;Mochila;100
6363;9727;Cadeira;500
6364;60825;Carregador;80
6365;40543;Cadeira;500
6366;20246;Mochila;100
6367;34754;Fone de Ouvido;200
6368;79789;Monitor;800
6369;21317;Mochila;100
6370;84699;Mochila;100
6371;15961;Carregador;80
6372;30792;Monitor;800
6373;25217;Mochila;100
6374;32468;Fone de Ouvido;200
6375;64428;Mochila;100
6376;62048;Monitor;800
6377;73291;Mochila;100
6378;47015;Fone de Ouvido;200
6379;4079;Laptop;3000
6380;78390;Carregador;80
6381;50520;Carregador;80
6382;4043;Mochila;100
6383;49053;Carregador;80
6384;14390;Mochila;100
6385;95962;Mochila;100
6386;68112;Carregador;80
6387;93716;Fone de Ouvido;200
6388;50734;Mochila;100
6389;34755;Fone de Ouvido;200
6390;18625;Cadeira;500
6391;85887;Mochila;100
6392;26682;Fone de Ouvido;200
6393;89525;Carregador;80
6394;81007;Cadeira;500
6395;24705;Carregador;80
6396;94914;Cadeira;500
6397;94109;Cadeira;500
6398;7494;Mochila;100
6399;69640;Fone de Ouvido;200
6400;54384;Carregador;80
6401;2995;Fone de Ouvido;200
6402;69281;Fone de Ouvido;200
6403;47235;Mochila;100
6404;47292;Fone de Ouvido;200
6405;92869;Fone de Ouvido;200
6406;5595;Mochila;100
6407;7372;Fone de Ouvido;200
6408;47316;Cadeira;500
6409;83565;Cadeira;500
6410;79527;Carregador;80
6411;16627;Carregador;80
6412;86006;Carregador;80
6413;7131;Mochila;100
6414;6829;Fone de Ouvido;200
6415;57515;Cadeira;500
6416;52665;Mochila;100
6417;17884;Fone de Ouvido;200
6418;43060;Mochila;100
6419;84079;Carregador;80
6420;42933;Fone de Ouvido;200
6421;61270;Mochila;100
6422;75987;Mochila;100
6423;85960;Fone de Ouvido;200
6424;2036;Mouse;50
6425;40746;Fone de Ouvido;200
6426;17242;Cadeira;500
6427;52976;Fone de Ouvido;200
6428;23155;Carregador;80
6429;25626;Teclado;150
6430;44951;Mochila;100
6431;98603;Carregador;80
6432;56397;Mochila;100
6433;99228;Carregador;80
6434;13332;Cadeira;500
6435;63928;Fone de Ouvido;200
6436;86227;Fone de Ouvido;200
6437;84720;Carregador;80
6438;63015;Cadeira;500
6439;39347;Carregador;80
6440;70412;Fone de Ouvido;200
6441;54479;Fone de Ouvido;200
6442;12255;Mochila;100
6443;55735;Mochila;100
6444;28622;Mochila;100
6445;76442;Mochila;100
6446;46122;Carregador;80
6447;81419;Carregador;80
6448;60198;Carregador;80
6449;84578;Fone de Ouvido;200
6450;94635;Carregador;80
6451;42432;Fone de Ouvido;200
6452;99246;Carregador;80
6453;4838;Mochila;100
6454;90026;Mochila;100
6455;83164;Carregador;80
6456;71233;Fone de Ouvido;200
6457;48995;Mochila;100
6458;79080;Cadeira;500
6459;12616;Mochila;100
6460;1467;Mochila;100
6461;30772;Carregador;80
6462;83887;Carregador;80
6463;65912;Mochila;100
6464;98567;Carregador;80
6465;20747;Mochila;100
6466;88423;Fone de Ouvido;200
6467;60740;Carregador;80
6468;98188;Fone de Ouvido;200
6469;73370;Carregador;80
6470;1894;Mochila;100
6471;30574;Carregador;80
6472;96908;Mochila;100
6473;40875;Mochila;100
6474;77363;Monitor;800
6475;99957;Carregador;80
6476;87461;Fone de Ouvido;200
6477;33368;Fone de Ouvido;200
6478;21200;Cadeira;500
6479;91405;Cadeira;500
6480;74329;Mochila;100
6481;57725;Carregador;80
6482;86134;Carregador;80
6483;36406;Mochila;100
6484;98233;Mochila;100
6485;15990;Cadeira;500
6486;28932;Mochila;100
6487;9291;Carregador;80
6488;38368;Fone de Ouvido;200
6489;79879;Carregador;80
6490;90478;Carregador;80
6491;79482;Mochila;100
6492;76299;Carregador;80
6493;30134;Fone de Ouvido;200
6494;27053;Mochila;100
6495;85490;Fone de Ouvido;200
6496;40476;Carregador;80
6497;82667;Mochila;100
6498;96623;Laptop;3000
6499;57657;Cadeira;500
6500;4634;Fone de Ouvido;200
6501;17305;Fone de Ouvido;200
6502;97821;Mochila;100
6503;46547;Fone de Ouvido;200
6504;7009;Cadeira;500
6505;48292;Teclado;150
6506;27406;Carregador;80
6507;36387;Fone de Ouvido;200
6508;90910;Fone de Ouvido;200
6509;20828;Carregador;80
6510;33041;Teclado;150
6511;60355;Mochila;100
6512;78544;Mochila;100
6513;18158;Mochila;100
6514;97694;Fone de Ouvido;200
6515;35316;Mochila;100
6516;35933;Mouse;50
6517;21165;Mochila;100
6518;14415;Carregador;80
6519;14328;Mochila;100
6520;947;Carregador;80
